"animal_id","name","breed_primary","breed_primary_id","breed_secondary","breed_secondary_id","age_group","age_group_id","date_of_birth","gender","gender_id","location","location_id","source","source_id","surrender_reason","surrender_reason_id","color_code","color_code_id","Behavior Consult","OK with Dogs","House Trained","Part of a Bonded Pair","Special Fee","No Children","No Cats","No Dogs","Longterm Resident","Employee Pick","Hidden Gem","Medical Consult","Special Needs","OK with Cats","Reduced Fee","Adoption Fee Waived","Consult Required","Training Class Required","intake_date","departure","adoption_time","return"
628208,"Papi","Terrier",4659,"NULL",NULL,"Mature Adult",5,"2017-10-04","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"blue",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-06",2,0
628394,"Marley","Bull Terrier",4282,"NULL",NULL,"Mature Adult",5,"2015-10-05","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Moving/No pets allowed",250,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-06",1,0
624289,"Ringo","Pointer",4366,"NULL",NULL,"Mature Adult",5,"2018-03-17","Male",1,"Oceanside Campus - Dogs",56,"Returns",23,"NULL",NULL,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-05",4,1
626761,"Bleu","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-09-28","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2019-10-05","2019-10-06",1,1
624590,"Chica","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2016-09-19","Female",2,"Oceanside Campus - Dogs",56,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-10",6,0
627050,"Mitzi","Belgian Malinois",6373,"NULL",NULL,"Mature Adult",5,"2018-09-30","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-06",6,0
627238,"Funyun","Schnauzer",4379,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-05-30","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-06",6,0
624060,"Bonnie","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2017-09-16","Female",2,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"purple",3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-16","2019-10-10",24,0
126928,"Kuka","Terrier",4659,"Chihuahua",4287,"Mature Adult",5,"2013-04-05","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Other",268,"purple",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-06",1,0
234016,"Aaliyah","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-01-15","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Moving/No pets allowed",250,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-16",19,0
382594,"Zeus","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-04-03","Male",1,"San Diego Campus - 5485",90,"Owner Surrender",2,"Allergies to pet",213,"orange",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-03","2019-10-14",11,0
562930,"Nola","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-12-20","Female",2,"San Diego Campus - 5480",89,"Returns",23,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-10",5,0
628366,"Fable","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2018-10-05","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Moving/No pets allowed",250,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-06",1,0
622433,"Coco","Maltese",4344,"NULL",NULL,"Mature Adult",5,"2014-09-10","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Behavior - Aggression Displayed Other Then A Bite",252,"purple",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-03","2019-10-06",3,0
628149,"Midnight","Australian Shepherd",4257,"NULL",NULL,"Mature Adult",5,"2010-08-06","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Behavior - Escapes",264,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-06",2,0
628150,"Marley","Australian Shepherd",4257,"NULL",NULL,"Mature Adult",5,"2010-08-06","Female",2,"Escondido Campus",64,"Owner Surrender",2,"Behavior - Escapes",264,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-12",8,0
622451,"Owl","Labrador Retriever",6397,"Australian Shepherd",4257,"Socialization (4-12 Weeks)",8,"2019-08-13","Male",1,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-10","2019-10-07",27,0
623613,"Frankie","Labrador Retriever",6397,"Australian Cattle Dog / Blue Heeler",4256,"Ranking (3-6 Months)",9,"2019-06-22","Female",2,"San Diego Campus - 5500",53,"Returns",23,"Behavior/Temperament of resident pet",215,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-06","2019-10-07",1,0
563187,"Brock","Siberian Husky",4386,"NULL",NULL,"Mature Adult",5,"2018-06-05","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"orange",2,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"2019-09-14","2019-10-09",25,1
620721,"Buzz","Terrier",4659,"NULL",NULL,"Mature Adult",5,"2014-09-04","Male",1,"Oceanside Campus - Dogs",56,"Transfer In",18,"NULL",NULL,"blue",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-04","2019-10-10",36,0
625205,"Rocky ","American Staffordshire Terrier",4253,"NULL",NULL,"Mature Adult",5,"2015-09-21","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-06","2019-10-12",6,0
415080,"Luna","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-12-20","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"orange",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-06","2019-10-07",1,1
624569,"Lady","Terrier",4659,"NULL",NULL,"Senior",4,"2011-09-18","Female",2,"San Diego Campus - 5500",53,"Owner Surrender - ACO",85,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-18","2019-10-07",19,1
588957,"Pepe","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2018-04-24","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Moving/No pets allowed",250,"None",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-09",7,0
626974,"Maya","Whippet",4403,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-04-29","Female",2,"Escondido Campus",64,"ACO Impound",32,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-07",7,0
395988,"Daisy ","American Bulldog",4714,"NULL",NULL,"Mature Adult",5,"2017-03-10","Female",2,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"orange",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-11",10,0
395989,"Chewy ","American Bulldog",4714,"NULL",NULL,"Mature Adult",5,"2017-03-10","Male",1,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"orange",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-10",9,0
580449,"Hercules","American Pit Bull Terrier",4252,"NULL",NULL,"Senior",4,"2014-07-27","Male",1,"San Diego Campus - 5480",89,"ACO Impound",32,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-11-02",34,0
626775,"Sabrina","Chihuahua",4287,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-01-28","Female",2,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-09",10,0
626776,"Harvey","Chihuahua",4287,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-09-28","Male",1,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-09",10,0
627672,"Penny","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-10-02","Female",2,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-10",8,0
137295,"Jazzy Jeff ","American Staffordshire Terrier",4253,"NULL",NULL,"Mature Adult",5,"2013-07-22","Male",1,"San Diego Campus - 5485",90,"Returns",23,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-08",1,1
628691,"Leia","Catahoula Leopard Dog",6838,"NULL",NULL,"Mature Adult",5,"2017-10-07","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-09",2,0
626039,"Bibio","Australian Cattle Dog / Blue Heeler",4256,"NULL",NULL,"Mature Adult",5,"2017-09-25","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-25","2019-10-08",13,0
627117,"Scooby","Shepherd",8221,"Labrador Retriever",6397,"Adolescent (6-12mos)",2,"2018-12-30","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Moving",228,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-08",8,0
627263,"Megalon","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2018-09-30","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-09",8,0
627364,"Lucy","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2016-10-01","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-12",11,0
627401,"Tanner","Terrier",4659,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-06-01","Male",1,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-07",6,0
127652,"Chulita","Shih Tzu",4385,"NULL",NULL,"Senior",4,"2011-11-01","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"No time for animal",230,"blue",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-31","2019-10-08",38,0
624580,"Cookie","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2017-09-18","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"No time for animal",230,"None",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-10-12",18,0
624581,"Teacup","Chihuahua",4287,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-02-24","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"No time for animal",230,"None",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-10-08",14,0
627746,"Susie","American Staffordshire Terrier",4253,"NULL",NULL,"Mature Adult",5,"2017-10-02","Female",2,"Oceanside Campus - Dogs",56,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-08",6,0
626951,"Lilikoi","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-06-29","Female",2,"Escondido Campus",64,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-09",10,0
627413,"Maple","Chihuahua",4287,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-07-01","Female",2,"Escondido Campus",64,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-08",7,0
186121,"Mama Mia","American Staffordshire Terrier",4253,"NULL",NULL,"Mature Adult",5,"2014-11-11","Female",2,"Oceanside Campus - Dogs",56,"ACO Impound",32,"NULL",NULL,"blue",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-12","2019-10-14",32,0
604515,"Tinks","Chihuahua",4287,"Terrier",4659,"Socialization (4-12 Weeks)",8,"2019-05-10","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Moving",228,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-08",9,0
624963,"Joyce","Maltipoo",95462,"NULL",NULL,"Senior",4,"2007-09-20","Female",2,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-20","2019-10-10",20,0
626824,"Dennis","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-09-29","Male",1,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-27",28,0
628799,"Athena","Belgian Malinois",6373,"Australian Cattle Dog / Blue Heeler",4256,"Mature Adult",5,"2016-10-08","Female",2,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Moving",228,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-08","2019-10-09",1,0
271301,"Max","Siberian Husky",4386,"Shepherd",8221,"Mature Adult",5,"2017-12-16","Male",1,"San Diego Campus - 5480",89,"Owner Surrender",2,"No time for animal",230,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-10",10,0
626959,"Sultan","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2018-03-29","Male",1,"San Diego Campus - 5485",90,"Owner Surrender",2,"Too many animals already",236,"blue",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-29","2019-10-11",12,0
627118,"Scarlet","American Pit Bull Terrier",4252,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-12-30","Female",2,"San Diego Campus - 5480",89,"Owner Surrender",2,"Moving",228,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-10",10,0
627389,"Vicki","Chihuahua",4287,"Beagle",4263,"Mature Adult",5,"2014-10-03","Female",2,"San Diego Campus - 5480",89,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-01","2019-10-13",12,0
628418,"Nova","German Shepherd",4313,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-03-07","Female",2,"San Diego Campus - 5485",90,"Owner Surrender",2,"Other",268,"blue",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-09",4,0
624084,"Barbie","Maltese",4344,"NULL",NULL,"Mature Adult",5,"2017-09-17","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2019-09-17","2019-10-09",22,0
625043,"Suki","Siberian Husky",4386,"NULL",NULL,"Socialization (4-12 Weeks)",8,"2019-07-19","Female",2,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-21","2019-10-09",18,0
627743,"Becky","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2018-10-02","Female",2,"San Diego Campus - 5500",53,"Stray",14,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-09",7,0
628452,"Owen","Jack Russell Terrier / Parson Russell Terrier",4330,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-02-05","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Cannot afford pet deposit",242,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-05","2019-10-09",4,0
629035,"Maggie ","Corgi",4295,"NULL",NULL,"Mature Adult",5,"2014-10-08","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Behavior - Aggression Displayed Other Then A Bite",252,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2019-10-09","2019-10-09",0,0
341179,"Benny Blanco","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2015-10-31","Male",1,"San Diego Campus - 5480",89,"ACO Impound",32,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-26","2019-11-02",37,0
608964,"Tiffany","Beagle",4263,"Cavalier King Charles Spaniel",4285,"Senior",4,"2010-07-16","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"Health Of Owner",257,"purple",3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-11",4,0
625745,"Patches","American Cocker",4251,"Poodle",8302,"Senior",4,"2008-09-24","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Health Of Owner",257,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-24","2019-10-09",15,0
625881,"Wilt","Doberman Pinscher",4301,"NULL",NULL,"Ranking (3-6 Months)",9,"2019-05-25","Male",1,"Escondido Campus",64,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-25","2019-10-09",14,0
627200,"Dudley","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2017-10-05","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-30","2019-10-09",9,0
627570,"Amy","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-10-02","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-09",7,0
627597,"Ace","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2016-10-02","Male",1,"Escondido Campus",64,"Stray",14,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-17",15,0
628001,"Petey","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-09-03","Male",1,"San Diego Campus - 5480",89,"Transfer In",18,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-03","2019-10-13",10,0
628715,"Lola","American Pit Bull Terrier",4252,"Boxer",4277,"Mature Adult",5,"2018-01-07","Female",2,"Escondido Campus",64,"Owner Surrender",2,"No pets allowed",237,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-09",2,0
628931,"Zeus ","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2014-10-08","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Behavior-  Intra-Species Aggression Exhibited",255,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-08","2019-10-10",2,0
629074,"Tara","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2017-04-09","Female",2,"San Diego Campus - 5500",53,"Owner Surrender",2,"No pets allowed",237,"None",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-09","2019-10-09",0,0
137295,"Jazzy Jeff ","American Staffordshire Terrier",4253,"NULL",NULL,"Mature Adult",5,"2013-07-22","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"orange",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-10",3,1
624874,"Lemmy","Rottweiler",4374,"Siberian Husky",4386,"Mature Adult",5,"2016-09-20","Female",2,"San Diego Campus - 5485",90,"Owner Surrender",2,"Moving",228,"blue",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"2019-09-20","2019-10-21",31,1
628665,"Nelson","Terrier",4659,"NULL",NULL,"Mature Adult",5,"2017-10-18","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Too many animals already",236,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-09","2019-10-10",1,0
620555,"Lobo","German Shepherd",4313,"NULL",NULL,"Mature Adult",5,"2015-09-03","Male",1,"Oceanside Campus - Dogs",56,"Returns",23,"NULL",NULL,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-08","2019-10-10",2,0
626664,"Lark","Australian Cattle Dog / Blue Heeler",4256,"NULL",NULL,"Mature Adult",5,"2014-10-05","Male",1,"San Diego Campus - 5500",53,"Transfer In",18,"NULL",NULL,"blue",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-28","2019-10-18",20,0
628254,"Petunia","Maltese",4344,"NULL",NULL,"Mature Adult",5,"2016-04-04","Female",2,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-10",6,0
628660,"Jax ","Hungarian Vizsla",4323,"American Pit Bull Terrier",4252,"Mature Adult",5,"2017-10-07","Male",1,"San Diego Campus - 5485",90,"Owner Surrender",2,"Other",268,"orange",2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-18",11,0
277124,"Zeus","Beagle",4263,"NULL",NULL,"Mature Adult",5,"2017-12-01","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-10-09","2019-10-27",18,1
628715,"Lola","American Pit Bull Terrier",4252,"Boxer",4277,"Mature Adult",5,"2018-01-07","Female",2,"Escondido Campus",64,"Owner Surrender",2,"No pets allowed",237,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-07","2019-10-16",9,1
586026,"Jack","Terrier",4659,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-11-11","Male",1,"San Diego Campus - 5500",53,"Owner Surrender",2,"Other",268,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-08","2019-10-10",2,0
625886,"Thelma","Hound",8222,"Labrador Retriever",6397,"Mature Adult",5,"2018-03-25","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-10","2019-10-11",1,0
628167,"Thelma","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2018-10-04","Female",2,"Oceanside Campus - Dogs",56,"ACO Impound",32,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-10",6,0
628168,"Louise","Chihuahua",4287,"NULL",NULL,"Mature Adult",5,"2018-10-04","Female",2,"Oceanside Campus - Dogs",56,"ACO Impound",32,"NULL",NULL,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-10",6,0
628280,"Cam","German Shepherd",4313,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-04-04","Male",1,"Oceanside Campus - Dogs",56,"ACO Impound",32,"NULL",NULL,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-04","2019-10-11",7,0
72573,"Pretty Boy Bingo","Chihuahua",4287,"Jack Russell Terrier / Parson Russell Terrier",4330,"Mature Adult",5,"2010-02-23","Male",1,"Oceanside Campus - Dogs",56,"Owner Surrender",2,"Too many animals already",236,"None",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-18","2019-10-17",60,1
624569,"Lady","Terrier",4659,"NULL",NULL,"Senior",4,"2011-09-18","Female",2,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"blue",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-09","2019-10-10",1,1
626761,"Bleu","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2018-09-28","Male",1,"San Diego Campus - 5500",53,"Returns",23,"NULL",NULL,"purple",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"2019-10-08","2019-10-12",4,1
202557,"Marly","Maltese",4344,"Miniature Poodle",4368,"Mature Adult",5,"2014-04-27","Male",1,"Escondido Campus",64,"Owner Surrender",2,"Moving/No pets allowed",250,"None",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-23","2019-10-13",20,0
542591,"Asteroid","Siberian Husky",4386,"NULL",NULL,"Adolescent (6-12mos)",2,"2018-06-10","Male",1,"Escondido Campus",64,"Owner Surrender",2,"No pets allowed",237,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-09-27","2019-10-11",14,0
548606,"Daisy","American Pit Bull Terrier",4252,"NULL",NULL,"Mature Adult",5,"2013-10-10","Female",2,"Escondido Campus",64,"Owner Surrender",2,"No pets allowed",237,"None",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"2019-10-08","2019-11-12",35,0
627659,"Jax","Siberian Husky",4386,"NULL",NULL,"Adolescent (6-12mos)",2,"2019-04-02","Male",1,"San Diego Campus - 5500",53,"ACO Impound",32,"NULL",NULL,"blue",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-10-02","2019-10-10",8,0
25975,"Rosa","Beagle",4263,"NULL",NULL,"Senior",4,"2007-12-17","Female",2,"San Diego Campus - Behavior Center",88,"Owner Surrender",2,"New baby",229,"blue",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2019-08-27","2019-10-12",46,0
